strike,market_price,fem_price,abs_error,sq_error,moneyness,date,maturity,tau,S0,S_max,set,sigma_calibrated,r,group_strike
40.0,4.47,4.423624860063645,0.04637513993635434,0.0021506536041164467,0.9692270414344559,2026-04-13,JUN 2027,1.180821917808219,41.27,240.0,train,0.1909047668901932,0.02,40.0
40.0,4.34,3.979228419862924,0.3607715801370759,0.13015613303460258,0.9692270414344559,2026-04-13,MAR 2027,0.9315068493150684,41.27,165.0,train,0.1909047668901932,0.02,40.0
40.0,2.02,1.7276960266414787,0.2923039733585213,0.08544161284117914,0.9692270414344559,2026-04-13,MAY 2026,0.0876712328767123,41.27,138.0,train,0.1909047668901932,0.02,40.0
40.0,2.47,2.2608772305514058,0.20912276944859443,0.04373233270184998,0.9701673538685424,2026-04-25,JUL 2026,0.2273972602739726,41.23,138.0,train,0.1909047668901932,0.02,40.0
40.0,2.23,1.9774561214023227,0.25254387859767724,0.06377841061715835,0.9701673538685424,2026-04-25,JUN 2026,0.1506849315068493,41.23,138.0,train,0.1909047668901932,0.02,40.0
40.0,4.3,4.342214303291003,0.0422143032910034,0.0017820474023448201,0.9701673538685424,2026-04-25,JUN 2027,1.147945205479452,41.23,240.0,train,0.1909047668901932,0.02,40.0
40.0,4.2,3.891713460710567,0.3082865392894334,0.09504059030705536,0.9701673538685424,2026-04-25,MAR 2027,0.8986301369863013,41.23,165.0,train,0.1909047668901932,0.02,40.0
40.0,1.91,1.52570753646555,0.38429246353445,0.1476806975293766,0.9701673538685424,2026-04-25,MAY 2026,0.0547945205479452,41.23,138.0,train,0.1909047668901932,0.02,40.0
40.0,2.64,2.9330580649813323,0.29305806498133213,0.0858830294506027,0.9708737864077669,2026-04-01,SEP 2026,0.4657534246575342,41.2,150.0,test,0.1909047668901932,0.02,40.0
40.0,1.4,1.8627622455020076,0.46276224550200773,0.21414889586206048,0.958543014617781,2026-04-02,APR 2026,0.0410958904109589,41.73,141.0,test,0.1909047668901932,0.02,40.0
40.0,4.48,4.770450892536605,0.2904508925366045,0.08436172097531018,0.958543014617781,2026-04-02,JUN 2027,1.210958904109589,41.73,240.0,test,0.1909047668901932,0.02,40.0
