date,ticker,option_type,maturity,strike,settlement,tau,S0,S_max,moneyness,options_csv,underlying_csv
2026-04-02,AD,CALL,MAR 2027,38.0,5.57,0.9616438356164384,41.73,165.0,0.910615863886892,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAR 2027,40.0,4.34,0.9616438356164384,41.73,165.0,0.958543014617781,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAR 2027,42.0,3.24,0.9616438356164384,41.73,165.0,1.00647016534867,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAR 2027,44.0,2.4,0.9616438356164384,41.73,165.0,1.0543973160795592,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAR 2027,46.0,1.74,0.9616438356164384,41.73,165.0,1.1023244668104482,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAR 2027,48.0,1.25,0.9616438356164384,41.73,165.0,1.1502516175413373,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAR 2027,50.0,0.88,0.9616438356164384,41.73,165.0,1.1981787682722262,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAR 2027,55.0,0.43,0.9616438356164384,41.73,165.0,1.317996645099449,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAY 2026,37.0,4.45,0.1178082191780822,41.73,141.0,0.8866522885214475,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAY 2026,38.0,3.57,0.1178082191780822,41.73,141.0,0.910615863886892,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAY 2026,39.0,2.77,0.1178082191780822,41.73,141.0,0.9345794392523366,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAY 2026,40.0,2.05,0.1178082191780822,41.73,141.0,0.958543014617781,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAY 2026,41.0,1.45,0.1178082191780822,41.73,141.0,0.9825065899832256,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAY 2026,42.0,0.97,0.1178082191780822,41.73,141.0,1.00647016534867,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAY 2026,43.0,0.63,0.1178082191780822,41.73,141.0,1.0304337407141146,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
2026-04-02,AD,CALL,MAY 2026,44.0,0.39,0.1178082191780822,41.73,141.0,1.0543973160795592,data/daily_clean/2026-04-02_options.csv,data/daily_clean/2026-04-02_underlying.csv
